imdb_id,title,genres,tagline,overview
tt0228786,The Crimson Rivers,"['Crime', 'Mystery', 'Thriller']",Evil rises to new heights.,"Two French policemen, one investigating a grisly murder at a remote mountain college, the other working on the desecration of a young girl's grave by skinheads, are brought together by the clues from their respective cases. Soon after they start working together, more murders are committed, and the pair begin to discover just what dark secrets are behind the killings."
tt0239395,Cats & Dogs,"['Comedy', 'Family']",Things Are Gonna Get Hairy!,"When a professor develops a vaccine that eliminates human allergies to dogs, he unwittingly upsets the fragile balance of power between cats and dogs and touches off an epic battle for pet supremacy. The fur flies as the feline faction, led by Mr. Tinkles, squares off against wide-eyed puppy Lou and his canine cohorts."
tt0271027,Kiss of the Dragon,"['Action', 'Crime', 'Thriller']",Kiss Fear Goodbye,"Liu Jian, an elite Chinese police officer, comes to Paris to arrest a Chinese drug lord. When Jian is betrayed by a French officer and framed for murder, he must go into hiding and find new allies."
tt0257106,Scary Movie 2,['Comedy'],No More Mercy. No More Shame. No More Sequels - Honest! - We Lied.,"While the original parodied slasher flicks like Scream, Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue."
tt0245238,Lost and Delirious,"['Drama', 'Romance']",Friends. Roommates. Lovers.,"Lost and Delirious is the story of three adolescent girls' first love, their discovery of sexual passion, and their search for identities. Set in a posh, private boarding school surrounded by luxuriant, green forest, Lost and Delirious moves swiftly from academic routine, homesickness, and girlish silliness to the darker region of lover's intrigue."
tt0058953,Beach Blanket Bingo,['Comedy'],It's the game that separates the girls and the boys...into groups of two!,"In the fourth of the highly successful Frankie and Annette beach party movies, a motorcycle gang led by Eric Von Zipper kidnaps singing star Sugar Kane managed by Bullets, who hires sky-diving surfers Steve and Bonnie from Big Drop for a publicity stunt. With the usual gang of kids and a mermaid named Lorelei."
tt0082136,The Cannonball Run,['Comedy'],You'll root for them all...but you'll never guess who wins.,"A cross-country road race is based on an actual event, the Cannonball Baker Sea to Shining Sea Memorial Trophy Dash, organized by Brock Yates to protest the 55 mph speed limit then in effect in the U.S. The Cannonball was named for Erwin G. ""Cannonball"" Baker, who in the roaring 20's rode his motorcycle across the country. Many of the characters are based on ruses developed by real Cannonball racers over the several years that the event was run."
tt0087032,Cannonball Run II,"['Action', 'Comedy']",The popcorn's in the lobby. The nuts are on the screen.,The original characters from the first Cannonball Run movie compete in an illegal race across the country once more in various cars and trucks.
tt0098369,Speed Zone,"['Action', 'Comedy']",A comedy that's over the limit and beyond the law!,"An illegal race that takes place over the United States and nothing will stop this bunch of racers except for the occasional cop or a damsel in distress. Jackie Chan's car is not in this one, but many new cars make up for that. Who will win? Who will crash? Who will not even finish? Sit down and buckle up for the ride of your life."
tt0045699,Donovan's Brain,"['Drama', 'Horror', 'Science Fiction']",A dead man's brain in a hidden laboratory told him to KILL... KILL... KILL,"A scientist takes a the brain of dead man and revives it via electrodes as it lays suspended in a tank of liquid. Soon, the brain grows to possess enormous psychic powers and inflicts its personality upon the doctor who saved creating a ""Jekyll and Hyde"" paradigm."
tt0057007,Donovan's Reef,"['Adventure', 'Comedy', 'Romance']",Gangway...For This Years BIG Adventure!,"'Guns' Donovan prefers carousing with his pals Doc Dedham and 'Boats' Gilhooley, until Dedham's high-society daughter Amelia shows up in their South Seas paradise."
tt0059124,Dr. Goldfoot and the Bikini Machine,"['Comedy', 'Science Fiction']",Super sexbots... built to kill!,In this campy spy movie spoof Dr. Goldfoot (Vincent Price) has invented an army of bikini-clad robots who are programmed to seek out wealthy men and charm them into signing over their assets. Secret agent Craig Gamble (Frankie Avalon) and millionaire Todd Armstrong set out to foil his fiendish plot.
tt0053925,House of Usher,"['Horror', 'Thriller']",Edgar Allan Poe's demonic tale of The Ungodly... The Evil House of Usher,"After a long journey, Philip arrives at the Usher mansion seeking his loved one, Madeline. Upon arriving, however, he discovers that Madeline and her brother Roderick Usher have been afflicted with a mysterious malady: Roderick's senses have become painfully acute, while Madeline has become catatonic. That evening, Roderick tells his guest of an old Usher family curse: any time there has been more than one Usher child, all of the siblings have gone insane and died horrible deaths. As the days wear on, the effects of the curse reach their terrifying climax."
tt0016847,Faust,"['Drama', 'Fantasy', 'Horror']",The Voice of the Tempter,"God and Satan war over earth; to settle things, they wager on the soul of Faust, a learned and prayerful alchemist."
tt0056217,The Man Who Shot Liberty Valance,['Western'],Together For The First Time - James Stewart - John Wayne - in the masterpiece of four-time Academy Award winner John Ford,"A senator, who became famous for killing a notorious outlaw, returns for the funeral of an old friend and tells the truth about his deed."
tt0091886,Salvador,['Drama'],Based on a true story.,A second rated journalist from the US tries his luck in El Salvador during the military dictatorship in the 1980s.
tt0091983,Something Wild,"['Action', 'Comedy', 'Drama', 'Romance']",Something Different. Something Daring. Something Dangerous.,"A free-spirited woman ""kidnaps"" a yuppie for a weekend of adventure. But the fun quickly takes a dangerous turn when her ex-con husband shows up."
tt0059740,The Sons of Katie Elder,['Western'],"From the four winds they came, the four brothers, their eyes smoking and their fingers itching...","The Elder boys return to Clearwater, Texas for their Mother's funeral. John the eldest is a well known gunfighter and trouble follows him wherever he goes. The boys try to get back their ranch from the towns gunsmith who won it from their father in a card game with which he was shortly murdered there after but not before getting through the troubles that come with the Elders name"
tt0069372,The Thing with Two Heads,"['Comedy', 'Horror', 'Science Fiction']",The doctor blew it--the most fantastic medical experiment of the age.,"A rich but racist man is dying and hatches an elaborate scheme for transplanting his head onto another man's body. His health deteriorates rapidly, and doctors are forced to transplant his head onto the only available candidate: a black man from death row."
tt0059878,Village of the Giants,['Science Fiction'],All the kids grow 10 feet tall... and TAKE OVER!,"""Genius"" accidentally invents ""goo"" which causes living things to rapidly grow to an enormous size. Seeing an opportunity to get rich, some delinquent teenagers steal the ""goo"" and, as a result of a sophomoric dare, consume it themselves and become thirty feet tall. They then take over control of the town by kidnapping the sheriff's daughter and dancing suggestively."
